event_type,state,month,season,magnitude,magnitude_type,begin_lat,begin_lon,damage_property_num
Thunderstorm Wind,TENNESSEE,4,MAM,43.0,EG,35.0303,-86.5292,1000.0
Tornado,ALABAMA,4,MAM,50.0,Unknown,34.533,-86.154,120000.0
Tornado,ALABAMA,4,MAM,50.0,Unknown,34.535,-86.15,0.0
Tornado,ALABAMA,4,MAM,50.0,Unknown,34.7099,-87.7779,0.0
Flash Flood,ARKANSAS,4,MAM,50.0,Unknown,35.1554,-90.1776,0.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,50.0,EG,40.83,-79.81,5000.0
Thunderstorm Wind,ARKANSAS,4,MAM,50.0,EG,34.46,-93.67,0.0
Hail,TENNESSEE,4,MAM,1.0,Unknown,35.84,-89.41,0.0
Hail,TENNESSEE,4,MAM,1.0,Unknown,35.87,-89.4,0.0
Hail,TENNESSEE,4,MAM,1.0,Unknown,36.05,-89.38,0.0
Hail,TENNESSEE,4,MAM,1.0,Unknown,35.36,-88.6,0.0
Tornado,MISSISSIPPI,4,MAM,50.0,Unknown,34.5828,-90.1044,762874.9999999854
Tornado,MISSISSIPPI,4,MAM,50.0,Unknown,34.97,-89.353,150000.0
Tornado,MISSISSIPPI,4,MAM,50.0,Unknown,34.877,-88.365,10000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,83.0,EG,34.58,-90.1,5000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,66.0,EG,34.62,-90.07,5000.0
Tornado,TENNESSEE,4,MAM,50.0,Unknown,36.4404,-88.797,250000.0
Hail,WISCONSIN,4,MAM,2.5,Unknown,42.73,-90.5,0.0
Hail,WISCONSIN,4,MAM,1.5,Unknown,42.76,-90.84,0.0
Hail,WISCONSIN,4,MAM,1.0,Unknown,44.52,-90.68,0.0
Thunderstorm Wind,WISCONSIN,4,MAM,52.0,EG,44.95,-90.69,0.0
Hail,WISCONSIN,4,MAM,1.25,Unknown,44.53,-90.63,0.0
Tornado,TENNESSEE,4,MAM,50.0,Unknown,35.044,-89.196,762874.9999999854
Thunderstorm Wind,TEXAS,4,MAM,56.0,EG,33.799,-97.386,5000.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.18,-98.1234,75000.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.2588,-98.0505,20000.0
Thunderstorm Wind,OHIO,4,MAM,50.0,EG,39.73,-82.24,3000.0
Thunderstorm Wind,OHIO,4,MAM,50.0,EG,39.0,-82.65,3000.0
Thunderstorm Wind,INDIANA,4,MAM,61.0,EG,39.78,-86.5,0.0
Thunderstorm Wind,INDIANA,4,MAM,55.0,EG,39.04,-87.08,10000.0
Thunderstorm Wind,INDIANA,4,MAM,52.0,EG,38.76,-87.42,0.0
Flash Flood,INDIANA,4,MAM,50.0,Unknown,39.8158,-86.225,100000.0
Flash Flood,INDIANA,4,MAM,50.0,Unknown,39.2561,-86.3293,500000.0
Hail,OKLAHOMA,4,MAM,1.25,Unknown,36.2314,-98.3364,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,36.1445,-98.3885,0.0
Thunderstorm Wind,OKLAHOMA,4,MAM,61.0,EG,34.81,-96.56,0.0
Hail,OKLAHOMA,4,MAM,1.5,Unknown,34.5247,-97.6047,0.0
Hail,OKLAHOMA,4,MAM,0.75,Unknown,35.1499,-96.4957,0.0
Hail,OKLAHOMA,4,MAM,0.75,Unknown,34.2452,-95.9908,0.0
Hail,TEXAS,4,MAM,1.0,Unknown,33.7795,-98.5787,0.0
Hail,OKLAHOMA,4,MAM,1.75,Unknown,34.28,-97.04,0.0
Hail,OKLAHOMA,4,MAM,1.75,Unknown,33.94,-97.46,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,34.7584,-99.3352,0.0
Hail,OKLAHOMA,4,MAM,2.0,Unknown,34.7821,-99.3354,0.0
Hail,OKLAHOMA,4,MAM,2.0,Unknown,34.7501,-99.333,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,34.826,-99.352,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,34.6436,-99.333,0.0
Hail,OKLAHOMA,4,MAM,3.0,Unknown,34.8723,-99.5124,0.0
Flood,OKLAHOMA,4,MAM,50.0,Unknown,34.7893,-99.3353,0.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.629,-99.57,500000.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.624,-99.474,200000.0
Flood,OHIO,4,MAM,50.0,Unknown,39.56,-81.42,0.0
Flood,OHIO,4,MAM,50.0,Unknown,39.38,-82.4,0.0
Flood,OHIO,4,MAM,50.0,Unknown,38.5994,-82.5179,0.0
Flood,OHIO,4,MAM,50.0,Unknown,39.2292,-82.2844,0.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,50.0,EG,38.83,-80.91,500.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,50.0,EG,38.89,-80.31,1500.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,50.0,EG,38.89,-80.32,500.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,45.0,EG,38.46,-80.46,250.0
Flood,WEST VIRGINIA,4,MAM,50.0,Unknown,38.2809,-82.0665,0.0
Flood,WEST VIRGINIA,4,MAM,50.0,Unknown,38.2124,-82.4681,0.0
Hail,WEST VIRGINIA,4,MAM,0.75,Unknown,38.12,-80.08,0.0
Hail,WEST VIRGINIA,4,MAM,1.0,Unknown,38.52,-80.59,0.0
Hail,WEST VIRGINIA,4,MAM,1.0,Unknown,38.34,-80.65,0.0
Hail,WEST VIRGINIA,4,MAM,1.25,Unknown,38.33,-80.65,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,37.9371,-82.6095,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,38.0533,-82.7119,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,30.86,-91.01,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9327,-90.0313,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9869,-90.0672,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9194,-90.0233,0.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.449,-90.672,15000.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.1311,-90.5158,15000.0
Tornado,TENNESSEE,4,MAM,50.0,Unknown,35.8802,-89.2509,10000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,61.0,EG,34.31,-88.8,10000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,66.0,EG,34.39,-88.88,8000.0
Thunderstorm Wind,TENNESSEE,4,MAM,52.0,EG,35.62,-88.83,15000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,78.0,EG,34.6,-88.23,7000.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.1217,-90.8516,125000.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.4561,-90.3233,125000.0
Thunderstorm Wind,OHIO,4,MAM,55.0,EG,40.05,-81.61,2000.0
Thunderstorm Wind,ARKANSAS,4,MAM,51.0,MG,35.93,-89.83,0.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,55.0,EG,39.45,-80.19,3000.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,55.0,EG,39.46,-80.17,8000.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,40.45,-79.9,3000.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,39.9098,-80.1359,0.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,40.41,-79.99,7000.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,40.4,-80.1,10000.0
Thunderstorm Wind,NEBRASKA,4,MAM,56.0,EG,41.08,-97.7,0.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,61.0,EG,40.4,-80.04,300.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,40.61,-80.44,3000.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,40.48,-80.44,3000.0
Hail,OKLAHOMA,4,MAM,1.5,Unknown,35.45,-95.38,20000.0
Hail,OKLAHOMA,4,MAM,0.75,Unknown,35.75,-95.3343,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,35.9586,-95.3705,0.0
Flash Flood,OKLAHOMA,4,MAM,50.0,Unknown,35.184,-94.7892,0.0
Hail,IOWA,4,MAM,1.75,Unknown,42.74,-93.21,0.0
Hail,IOWA,4,MAM,1.75,Unknown,42.74,-93.2,0.0
Hail,IOWA,4,MAM,1.0,Unknown,42.75,-93.21,0.0
Thunderstorm Wind,IOWA,4,MAM,50.0,EG,42.52,-92.45,0.0
Thunderstorm Wind,IOWA,4,MAM,55.0,EG,42.86,-93.35,15000.0
Hail,GEORGIA,4,MAM,1.0,Unknown,34.79,-85.05,0.0
Tornado,KENTUCKY,4,MAM,50.0,Unknown,37.1219,-85.8939,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,50.0,EG,36.9616,-85.8841,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,70.0,EG,37.35,-84.82,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,52.0,EG,36.8016,-85.9813,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,37.389,-86.2245,0.0
Debris Flow,KENTUCKY,4,MAM,50.0,Unknown,37.8845,-84.3492,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,55.0,EG,36.8531,-86.4243,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,36.9478,-85.598,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,60.0,EG,36.8275,-86.5061,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,55.0,EG,36.7361,-86.5083,0.0
Hail,ALABAMA,4,MAM,1.0,Unknown,34.8,-87.17,0.0
Hail,ALABAMA,4,MAM,1.25,Unknown,34.31,-86.32,0.0
Hail,ALABAMA,4,MAM,1.75,Unknown,34.31,-86.21,0.0
Hail,ALABAMA,4,MAM,1.25,Unknown,34.26,-86.24,0.0
Hail,ALABAMA,4,MAM,1.75,Unknown,34.21,-87.0,0.0
Hail,ALABAMA,4,MAM,1.0,Unknown,34.27,-86.08,0.0
Hail,ALABAMA,4,MAM,1.0,Unknown,34.58,-87.16,0.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.68,-87.31,8000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.7829,-87.6126,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4026,-86.9636,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.3687,-86.9,6000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4996,-86.8957,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4767,-86.8017,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4472,-87.0298,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.3573,-86.6256,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.3223,-86.8091,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.9368,-87.9778,3000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.8838,-87.6896,10000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.9242,-87.8459,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.8648,-87.5859,3000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.8501,-87.5614,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.1672,-86.6323,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.8601,-87.789,5000.0
Hail,TEXAS,3,MAM,1.25,Unknown,30.69,-94.9,0.0
Tornado,MISSISSIPPI,3,MAM,50.0,Unknown,31.88,-90.12,300000.0
Tornado,MISSISSIPPI,3,MAM,50.0,Unknown,31.6358,-89.446,0.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.93,-87.27,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.92,-87.27,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.901,-87.2476,1000.0
Tornado,MISSISSIPPI,4,MAM,50.0,Unknown,31.8002,-89.3457,15000.0
Tornado,MISSISSIPPI,3,MAM,50.0,Unknown,33.59,-88.46,5000.0
Tornado,MISSISSIPPI,3,MAM,50.0,Unknown,33.5862,-88.3737,200000.0
Flash Flood,MISSISSIPPI,4,MAM,50.0,Unknown,34.9255,-90.164,0.0
Thunderstorm Wind,TENNESSEE,4,MAM,54.0,EG,35.66,-89.75,10000.0
Tornado,MISSISSIPPI,4,MAM,50.0,Unknown,34.971,-89.017,300000.0
Thunderstorm Wind,ARKANSAS,4,MAM,52.0,EG,34.6,-90.66,0.0
Thunderstorm Wind,ARKANSAS,4,MAM,50.0,EG,34.5434,-90.7675,2000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,90.0,EG,34.89,-88.28,8000.0
Flash Flood,MISSISSIPPI,4,MAM,50.0,Unknown,34.9,-90.19,0.0
Flash Flood,MISSISSIPPI,4,MAM,50.0,Unknown,34.63,-88.15,0.0
Tornado,TENNESSEE,4,MAM,50.0,Unknown,36.4756,-88.5689,25000.0
Thunderstorm Wind,MICHIGAN,4,MAM,56.0,EG,42.09,-84.67,0.0
Hail,MICHIGAN,4,MAM,1.5,Unknown,44.14,-85.8,0.0
Hail,MICHIGAN,4,MAM,1.5,Unknown,46.06,-88.52,0.0
Hail,MICHIGAN,4,MAM,1.5,Unknown,46.06,-88.61,0.0
Flash Flood,MICHIGAN,4,MAM,50.0,Unknown,46.39,-86.67,75000.0
Tornado,WISCONSIN,4,MAM,50.0,Unknown,44.58,-91.64,35000.0
Hail,VIRGINIA,4,MAM,1.0,Unknown,37.35,-77.72,0.0
Hail,VIRGINIA,4,MAM,1.0,Unknown,37.41,-77.65,0.0
Thunderstorm Wind,VIRGINIA,4,MAM,50.0,EG,37.49,-78.27,2000.0
Thunderstorm Wind,VIRGINIA,4,MAM,50.0,EG,37.46,-77.87,1000.0
Thunderstorm Wind,VIRGINIA,4,MAM,50.0,EG,37.39,-77.8,1000.0
Hail,VIRGINIA,4,MAM,1.0,Unknown,36.63,-76.87,1000.0
Hail,VIRGINIA,4,MAM,1.0,Unknown,36.59,-76.68,1000.0
Thunderstorm Wind,VIRGINIA,4,MAM,52.0,EG,36.56,-76.78,1000.0
Marine Thunderstorm Wind,ATLANTIC NORTH,4,MAM,35.0,MG,37.0837,-76.3594,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,4,MAM,39.0,MG,37.1028,-76.3131,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,4,MAM,44.0,MG,37.2346,-76.0273,0.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.3055,-98.0524,150000.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.3544,-97.9294,0.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.3605,-97.9185,0.0
Thunderstorm Wind,OHIO,4,MAM,50.0,EG,38.99,-82.6,1500.0
Thunderstorm Wind,OHIO,4,MAM,50.0,EG,39.2,-82.49,500.0
Thunderstorm Wind,OHIO,4,MAM,50.0,EG,39.72,-81.83,500.0
Thunderstorm Wind,INDIANA,4,MAM,70.0,MG,39.75,-86.48,0.0
Thunderstorm Wind,INDIANA,4,MAM,61.0,EG,39.58,-86.48,0.0
Thunderstorm Wind,INDIANA,4,MAM,55.0,EG,39.89,-86.3,20000.0
Tornado,INDIANA,4,MAM,50.0,Unknown,38.9039,-86.3462,30000.0
Tornado,INDIANA,4,MAM,50.0,Unknown,39.5601,-87.5319,200000.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,36.4,-97.8979,0.0
Hail,OKLAHOMA,4,MAM,1.25,Unknown,35.7533,-98.1844,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,35.1066,-98.5978,0.0
Hail,TEXAS,4,MAM,0.88,Unknown,33.82,-98.69,0.0
Hail,TEXAS,4,MAM,1.25,Unknown,33.8495,-98.577,0.0
Hail,TEXAS,4,MAM,1.0,Unknown,33.858,-98.5779,0.0
Hail,TEXAS,4,MAM,1.0,Unknown,33.7854,-98.5456,0.0
Hail,TEXAS,4,MAM,1.25,Unknown,33.8541,-98.5905,0.0
Hail,OKLAHOMA,4,MAM,1.25,Unknown,33.9991,-96.7233,0.0
Hail,OKLAHOMA,4,MAM,1.25,Unknown,33.9977,-96.429,0.0
Hail,OKLAHOMA,4,MAM,1.75,Unknown,34.0,-96.51,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,34.673,-99.3184,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,34.507,-99.218,0.0
Hail,OKLAHOMA,4,MAM,0.88,Unknown,35.0523,-97.9368,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,35.0468,-97.8955,0.0
Hail,OKLAHOMA,4,MAM,0.75,Unknown,35.1454,-97.6388,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,35.2267,-97.5092,0.0
Tornado,TEXAS,4,MAM,50.0,Unknown,33.668,-99.294,400000.0
Thunderstorm Wind,TEXAS,4,MAM,52.0,MG,33.5208,-99.5424,0.0
Thunderstorm Wind,TEXAS,4,MAM,59.0,MG,33.5208,-99.5424,0.0
Thunderstorm Wind,TEXAS,4,MAM,52.0,MG,33.6323,-99.2909,0.0
Flood,OHIO,4,MAM,50.0,Unknown,39.1717,-82.3844,0.0
Flood,OHIO,4,MAM,50.0,Unknown,39.2108,-82.5593,0.0
Flood,OHIO,4,MAM,50.0,Unknown,39.0634,-82.6696,3000.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,50.0,EG,38.8,-80.13,500.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,50.0,EG,39.01,-80.01,500.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,45.0,EG,38.53,-80.48,250.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,50.0,EG,37.97,-81.96,500.0
Flood,WEST VIRGINIA,4,MAM,50.0,Unknown,38.2889,-82.0825,0.0
Flood,WEST VIRGINIA,4,MAM,50.0,Unknown,39.3061,-81.408,0.0
Hail,WEST VIRGINIA,4,MAM,1.0,Unknown,38.33,-80.53,0.0
Hail,WEST VIRGINIA,4,MAM,0.75,Unknown,38.48,-82.3,0.0
Hail,WEST VIRGINIA,4,MAM,1.25,Unknown,38.38,-82.28,0.0
Hail,WEST VIRGINIA,4,MAM,0.75,Unknown,38.42,-82.03,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,38.0608,-82.8278,0.0
Flood,KENTUCKY,4,MAM,50.0,Unknown,38.0046,-82.6949,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9902,-90.0739,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9412,-90.0355,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9712,-90.0031,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,29.9594,-90.0259,0.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.144,-90.5,15000.0
Thunderstorm Wind,ARKANSAS,4,MAM,78.0,EG,35.47,-90.95,25000.0
Flash Flood,MISSISSIPPI,4,MAM,50.0,Unknown,34.35,-89.16,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,55.0,EG,34.81,-88.54,10000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,70.0,EG,34.38,-88.92,4000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.4,-88.7,0.0
Tornado,MISSISSIPPI,4,MAM,50.0,Unknown,34.597,-88.864,5000.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,55.0,EG,39.95,-80.75,1000.0
Hail,OHIO,4,MAM,1.5,Unknown,40.45,-80.72,0.0
Thunderstorm Wind,OHIO,4,MAM,55.0,EG,40.04,-81.59,0.0
Thunderstorm Wind,OHIO,4,MAM,55.0,EG,39.81,-81.55,0.0
Thunderstorm Wind,OHIO,4,MAM,55.0,EG,40.63,-80.99,1000.0
Thunderstorm Wind,OHIO,4,MAM,55.0,EG,40.62,-80.58,0.0
Hail,WEST VIRGINIA,4,MAM,1.0,Unknown,40.5,-80.61,0.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,55.0,EG,39.59,-79.98,3000.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,55.0,EG,39.67,-79.84,3000.0
Thunderstorm Wind,WEST VIRGINIA,4,MAM,55.0,EG,40.33,-80.59,5000.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,64.0,MG,41.27,-79.94,0.0
Flash Flood,ALABAMA,4,MAM,50.0,Unknown,31.0285,-87.5023,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,54.0,MG,37.14,-85.29,0.0
Hail,NEBRASKA,4,MAM,1.75,Unknown,40.97,-99.09,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,52.0,EG,36.6998,-86.9586,0.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,55.0,EG,40.43,-80.43,1000.0
Hail,NEBRASKA,4,MAM,1.5,Unknown,41.01,-98.36,0.0
Flood,OKLAHOMA,4,MAM,50.0,Unknown,35.64,-96.17,0.0
Hail,OKLAHOMA,4,MAM,1.0,Unknown,35.4496,-95.775,0.0
Hail,OKLAHOMA,4,MAM,1.5,Unknown,35.4308,-95.9644,20000.0
Hail,IOWA,4,MAM,1.75,Unknown,42.79,-92.53,0.0
Hail,IOWA,4,MAM,2.75,Unknown,42.75,-92.5,0.0
Hail,IOWA,4,MAM,2.0,Unknown,42.75,-92.48,0.0
Thunderstorm Wind,PENNSYLVANIA,4,MAM,60.0,EG,39.91,-80.15,10000.0
Hail,KENTUCKY,4,MAM,1.0,Unknown,38.18,-84.79,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,52.0,EG,37.3334,-84.9083,0.0
Thunderstorm Wind,KENTUCKY,4,MAM,50.0,EG,37.02,-85.48,0.0
Hail,KENTUCKY,4,MAM,1.25,Unknown,36.97,-86.71,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,32.11,-90.6,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,32.33,-90.33,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,32.17,-90.45,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,32.13,-90.28,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,31.86,-90.39,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,54.0,MG,32.8,-88.83,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,32.75,-88.85,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,32.32,-88.58,0.0
Debris Flow,KENTUCKY,4,MAM,50.0,Unknown,37.5646,-85.0565,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,37.06,-85.92,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,36.8,-86.96,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,38.12,-85.78,0.0
Flash Flood,KENTUCKY,4,MAM,50.0,Unknown,37.8185,-86.0455,0.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.6303,-87.1764,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.57,-87.14,0.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.84,-87.94,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.8338,-87.9861,3000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.7653,-87.6751,58000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.77,-87.68,1000.0
Flash Flood,MISSISSIPPI,4,MAM,50.0,Unknown,32.3884,-88.7315,20000.0
Hail,ALABAMA,4,MAM,1.0,Unknown,34.44,-86.94,0.0
Hail,ALABAMA,4,MAM,0.75,Unknown,34.62,-86.55,0.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4687,-86.7953,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.3666,-86.9036,5000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.3555,-86.8219,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.4592,-87.0404,50000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4411,-86.8809,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.5542,-86.0545,3000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4608,-86.9719,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.8597,-85.6119,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.9113,-87.7052,5000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.5211,-85.6846,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.8662,-87.5807,10000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.8422,-87.634,2000.0
Thunderstorm Wind,ALABAMA,4,MAM,43.0,EG,34.4285,-85.7588,1000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.8039,-87.6936,5000.0
Tornado,MISSISSIPPI,3,MAM,50.0,Unknown,31.13,-89.74,250000.0
Hail,MISSISSIPPI,3,MAM,1.0,Unknown,33.65,-90.18,0.0
Thunderstorm Wind,ALABAMA,4,MAM,61.0,EG,34.78,-87.53,4000.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,34.8422,-92.7698,0.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,52.0,EG,31.8,-89.99,20000.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,51.0,EG,31.39,-90.3,0.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,51.0,EG,31.49,-89.98,2000.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,52.0,EG,31.42,-89.89,0.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.7669,-86.4942,10000.0
Thunderstorm Wind,ALABAMA,4,MAM,52.0,EG,34.7335,-86.5887,3000.0
Flash Flood,ARKANSAS,4,MAM,50.0,Unknown,36.36,-90.2,0.0
Hail,TEXAS,4,MAM,1.25,Unknown,31.06,-97.71,0.0
Hail,TEXAS,4,MAM,1.25,Unknown,31.07,-97.72,0.0
Hail,TEXAS,4,MAM,1.0,Unknown,31.09,-97.68,0.0
Hail,TEXAS,4,MAM,1.0,Unknown,31.46,-97.18,0.0
Hail,TEXAS,4,MAM,1.5,Unknown,31.65,-97.36,0.0
Hail,TEXAS,4,MAM,1.25,Unknown,31.78,-97.58,0.0
Flash Flood,TEXAS,4,MAM,50.0,Unknown,33.1334,-94.1837,0.0
Flash Flood,TEXAS,4,MAM,50.0,Unknown,32.3128,-95.3238,0.0
Flash Flood,TEXAS,4,MAM,50.0,Unknown,33.4715,-94.0437,0.0
Lightning,MINNESOTA,4,MAM,50.0,Unknown,46.76,-92.14,10000.0
Thunderstorm Wind,TEXAS,4,MAM,65.0,EG,31.16,-100.55,0.0
Thunderstorm Wind,TEXAS,4,MAM,51.0,MG,31.4,-99.6,0.0
Hail,TEXAS,4,MAM,1.75,Unknown,32.04,-100.11,0.0
Hail,TEXAS,4,MAM,1.25,Unknown,32.17,-99.92,0.0
